,INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
492,2404,NO,0.000,0,43,0,11,"$50,260",No,"$178,766",Yes,z_F,z_High School,Professional,36,Private,"$20,490",6,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban
493,2414,NO,0.000,0,36,0,9,"$32,645",No,"$190,491",Yes,M,PhD,Doctor,51,Private,"$8,360",4,Minivan,yes,"$7,466",3,No,0,14,Highly Urban/ Urban
494,2422,NO,0.000,2,39,2,NA,"$64,990",No,"$197,575",Yes,z_F,z_High School,Professional,5,Commercial,"$17,510",10,Pickup,no,$0,0,No,0,7,Highly Urban/ Urban
495,2424,NO,0.000,0,45,0,13,"$107,012",No,"$322,746",Yes,M,Masters,Manager,43,Commercial,"$28,300",4,Panel Truck,yes,$0,0,No,3,1,Highly Urban/ Urban
496,2430,NO,0.000,0,46,0,7,"$76,216",No,$0,z_No,z_F,Masters,Home Maker,56,Private,"$13,720",4,z_SUV,no,$0,0,Yes,3,19,Highly Urban/ Urban
497,2435,NO,0.000,1,51,1,8,,No,"$253,662",Yes,M,z_High School,z_Blue Collar,5,Commercial,"$12,430",1,Minivan,yes,"$9,000",1,No,0,11,Highly Urban/ Urban
498,2439,NO,0.000,0,55,0,12,"$51,512",No,$0,z_No,M,Bachelors,Clerical,29,Commercial,"$9,160",6,Pickup,no,$0,0,No,0,4,z_Highly Rural/ Rural
499,2442,YES,"2,103.385",0,51,0,14,"$37,098",No,,z_No,M,Masters,,24,Commercial,"$10,310",7,Pickup,yes,"$9,736",3,No,2,19,Highly Urban/ Urban
500,2445,NO,0.000,1,38,1,9,"$100,796",Yes,$0,z_No,M,Bachelors,Professional,26,Private,"$16,860",6,Minivan,yes,"$3,011",4,No,0,NA,Highly Urban/ Urban
501,2449,NO,0.000,0,43,1,12,"$71,402",No,"$210,868",Yes,z_F,Masters,,21,Commercial,"$27,250",1,Panel Truck,no,"$9,712",3,No,1,15,Highly Urban/ Urban
502,2451,NO,0.000,0,50,0,0,$0,No,,z_No,z_F,z_High School,Home Maker,8,Private,"$6,500",7,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
503,2461,YES,"3,469.657",0,29,3,13,"$24,365",Yes,$0,z_No,z_F,z_High School,Student,9,Commercial,"$6,840",7,z_SUV,no,"$36,744",1,Yes,2,1,Highly Urban/ Urban
504,2464,NO,0.000,0,40,2,11,,Yes,$0,z_No,M,Bachelors,Professional,5,Private,"$16,080",3,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
505,2465,YES,"3,129.796",2,43,3,12,"$53,073",Yes,"$213,525",z_No,z_F,Masters,Lawyer,39,Private,"$23,100",10,Pickup,no,"$5,328",4,No,5,13,Highly Urban/ Urban
506,2472,NO,0.000,0,52,0,0,$0,No,"$148,315",Yes,M,<High School,Student,62,Private,"$7,070",4,Pickup,yes,$0,0,No,2,1,z_Highly Rural/ Rural
507,2476,YES,"2,299.473",0,51,0,8,"$46,993",No,"$175,488",Yes,z_F,Bachelors,z_Blue Collar,40,Commercial,"$11,300",1,Minivan,no,"$4,219",4,No,3,6,Highly Urban/ Urban
508,2482,NO,0.000,0,48,0,9,"$16,468",No,"$127,759",Yes,z_F,<High School,Clerical,19,Private,"$16,540",1,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
509,2487,NO,0.000,1,43,2,12,"$83,803",Yes,"$285,833",z_No,z_F,z_High School,z_Blue Collar,31,Commercial,"$19,050",7,z_SUV,no,"$1,670",2,No,2,NA,z_Highly Rural/ Rural
510,2498,NO,0.000,1,44,2,NA,"$63,215",No,"$202,136",Yes,z_F,Bachelors,Professional,9,Private,"$12,930",6,z_SUV,no,"$7,746",1,No,5,10,Highly Urban/ Urban
511,2501,NO,0.000,0,46,0,12,"$128,026",No,"$350,087",Yes,z_F,PhD,Manager,27,Commercial,"$21,170",6,Pickup,no,$0,0,No,0,NA,Highly Urban/ Urban
512,2504,NO,0.000,0,34,1,10,"$74,356",No,"$233,461",Yes,z_F,Bachelors,Manager,41,Private,"$1,500",13,z_SUV,no,"$5,926",2,No,8,13,Highly Urban/ Urban
513,2511,NO,0.000,1,37,3,6,"$29,251",Yes,,z_No,z_F,<High School,Clerical,37,Private,"$22,300",12,Minivan,no,$0,0,No,0,5,Highly Urban/ Urban
514,2518,NO,0.000,0,28,2,NA,"$11,550",No,"$104,450",Yes,M,<High School,Clerical,23,Private,"$6,180",1,Minivan,no,$0,0,No,0,1,z_Highly Rural/ Rural
515,2521,NO,0.000,0,45,0,11,"$124,745",No,$0,z_No,z_F,Masters,Lawyer,45,Private,"$27,150",6,Pickup,no,$0,0,No,2,NA,Highly Urban/ Urban
516,2530,NO,0.000,0,51,0,11,"$71,939",No,$0,z_No,M,Bachelors,Manager,14,Private,"$13,790",1,Minivan,no,$0,0,No,2,8,Highly Urban/ Urban
517,2543,NO,0.000,0,37,2,11,"$36,073",No,,Yes,M,<High School,Clerical,32,Commercial,"$22,690",6,Panel Truck,yes,"$8,193",4,No,5,6,Highly Urban/ Urban
518,2545,NO,0.000,2,44,2,13,"$142,551",Yes,"$391,566",z_No,z_F,Masters,Lawyer,16,Private,"$5,900",11,Sports Car,no,"$39,019",1,No,8,18,Highly Urban/ Urban
519,2561,NO,0.000,0,47,0,7,"$69,496",No,$0,z_No,M,z_High School,Professional,43,Commercial,"$24,310",10,Panel Truck,yes,$0,0,No,0,NA,Highly Urban/ Urban
520,2566,YES,"2,833.643",0,49,0,10,"$41,068",No,$0,z_No,M,z_High School,z_Blue Collar,28,Commercial,"$21,130",6,Van,yes,"$7,463",2,No,0,1,Highly Urban/ Urban
521,2572,NO,0.000,0,45,1,9,"$51,221",No,"$166,715",Yes,M,<High School,Clerical,51,Private,"$16,550",1,Minivan,yes,$0,0,No,1,6,Highly Urban/ Urban
522,2577,NO,0.000,0,44,0,0,$0,No,$0,z_No,z_F,PhD,Home Maker,26,Private,"$22,490",11,Minivan,no,$0,0,No,1,15,Highly Urban/ Urban
523,2578,NO,0.000,0,49,0,13,"$96,057",No,"$245,655",Yes,M,Bachelors,Professional,76,Commercial,"$27,660",6,Panel Truck,no,$0,0,No,2,9,Highly Urban/ Urban
524,2580,NO,0.000,0,35,0,5,"$37,684",No,"$155,474",z_No,M,Masters,Professional,29,Private,"$11,040",1,Minivan,yes,"$9,788",2,No,3,9,Highly Urban/ Urban
525,2581,NO,0.000,0,41,0,11,"$56,281",No,"$179,309",z_No,M,Bachelors,Manager,54,Private,"$11,230",1,Minivan,no,"$5,916",1,No,1,13,Highly Urban/ Urban
526,2582,NO,0.000,0,56,1,NA,"$50,384",No,"$191,197",Yes,M,Bachelors,Manager,38,Private,"$14,990",1,Minivan,yes,$0,0,No,0,9,Highly Urban/ Urban
527,2584,NO,0.000,0,51,0,NA,"$57,910",No,"$229,038",Yes,M,Masters,Lawyer,13,Private,"$13,610",10,Minivan,no,$0,0,No,2,13,Highly Urban/ Urban
528,2590,NO,0.000,0,41,1,12,"$141,776",No,"$352,314",Yes,M,PhD,,62,Commercial,"$22,220",4,Van,no,$0,0,No,0,11,z_Highly Rural/ Rural
529,2598,NO,0.000,0,38,4,19,"$30,735",No,"$136,298",Yes,z_F,<High School,Clerical,15,Private,"$21,430",10,Minivan,no,$0,0,No,0,4,z_Highly Rural/ Rural
530,2602,NO,0.000,0,51,0,NA,"$104,346",No,"$319,207",Yes,z_F,z_High School,z_Blue Collar,33,Commercial,"$24,860",17,Minivan,no,"$2,131",1,No,3,1,Highly Urban/ Urban
531,2605,NO,0.000,0,62,0,11,"$34,580",No,"$195,895",Yes,z_F,Masters,Lawyer,12,Private,"$20,880",1,Minivan,no,"$6,200",1,No,3,12,z_Highly Rural/ Rural
532,2616,NO,0.000,0,47,0,8,"$130,087",No,$0,z_No,z_F,Masters,Lawyer,28,Private,"$11,980",1,z_SUV,no,$0,0,No,0,22,Highly Urban/ Urban
533,2618,NO,0.000,0,47,0,9,"$59,233",No,"$167,038",z_No,z_F,Bachelors,z_Blue Collar,14,Commercial,"$21,420",1,Minivan,no,$0,0,No,1,8,Highly Urban/ Urban
534,2619,NO,0.000,0,53,0,11,"$91,924",No,"$249,756",Yes,M,z_High School,z_Blue Collar,5,Commercial,"$19,330",13,Van,no,"$20,463",1,Yes,3,8,Highly Urban/ Urban
535,2624,NO,0.000,0,47,0,12,"$60,936",No,"$254,729",Yes,M,Bachelors,Professional,24,Private,"$14,220",10,Minivan,no,$0,0,No,0,10,Highly Urban/ Urban
536,2632,NO,0.000,0,53,0,8,"$132,536",No,"$368,061",Yes,M,Bachelors,Professional,43,Commercial,"$20,050",1,Van,no,$0,0,No,0,9,Highly Urban/ Urban
537,2640,NO,0.000,0,55,0,12,"$41,341",No,$0,z_No,z_F,Masters,Lawyer,24,Private,"$10,690",7,Minivan,no,$0,0,Yes,0,9,Highly Urban/ Urban
538,2646,NO,0.000,0,41,0,7,"$37,771",No,"$169,247",Yes,z_F,Bachelors,Home Maker,44,Private,"$9,380",4,z_SUV,no,$0,0,No,0,11,z_Highly Rural/ Rural
539,2651,NO,0.000,0,56,0,13,"$112,246",No,$0,z_No,M,PhD,Lawyer,10,Private,"$17,180",7,Van,no,$0,0,No,2,10,Highly Urban/ Urban
540,2660,NO,0.000,0,38,0,7,"$94,513",No,"$256,582",Yes,z_F,Bachelors,Manager,20,Private,"$19,120",10,z_SUV,no,$0,0,No,0,14,Highly Urban/ Urban
541,2661,NO,0.000,0,56,0,12,"$146,309",No,"$426,818",Yes,z_F,Masters,Lawyer,11,Private,"$34,460",6,Pickup,no,$0,0,No,3,15,Highly Urban/ Urban
542,2668,NO,0.000,0,41,0,0,$0,No,$0,z_No,z_F,z_High School,Home Maker,40,Private,"$12,860",4,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
543,2670,NO,0.000,0,54,0,12,"$40,818",No,$0,z_No,z_F,Masters,Lawyer,34,Private,"$10,980",1,z_SUV,no,"$5,050",2,No,0,15,Highly Urban/ Urban
544,2680,YES,"2,875.486",0,31,1,8,"$30,348",Yes,"$128,843",z_No,M,Bachelors,Clerical,47,Private,"$4,600",10,Minivan,no,"$2,118",1,No,4,9,Highly Urban/ Urban
545,2681,NO,0.000,0,61,0,14,"$203,920",No,"$488,199",Yes,M,z_High School,z_Blue Collar,42,Commercial,"$27,990",1,Minivan,no,$0,0,No,0,9,z_Highly Rural/ Rural
546,2689,NO,0.000,0,52,0,14,"$7,356",No,$0,Yes,M,z_High School,Student,20,Private,"$3,030",1,Minivan,no,"$6,796",2,No,0,7,Highly Urban/ Urban
547,2694,NO,0.000,0,39,0,10,"$111,619",No,,z_No,M,Masters,Lawyer,24,Private,"$28,390",4,Minivan,yes,$0,0,No,0,16,Highly Urban/ Urban
548,2695,YES,"6,239.181",0,63,0,15,"$42,209",No,$0,z_No,M,z_High School,z_Blue Collar,22,Commercial,"$16,250",1,z_SUV,no,"$6,379",3,No,8,9,Highly Urban/ Urban
549,2696,NO,0.000,0,53,0,12,"$72,537",No,$0,z_No,M,Bachelors,z_Blue Collar,23,Commercial,"$18,880",1,Van,yes,$0,0,No,3,1,Highly Urban/ Urban
550,2702,NO,0.000,0,41,0,0,$0,No,$0,Yes,z_F,z_High School,Home Maker,49,Private,"$5,700",7,z_SUV,no,"$50,807",3,No,0,7,z_Highly Rural/ Rural
551,2704,NO,0.000,0,39,2,12,"$36,143",Yes,$0,z_No,M,z_High School,Clerical,44,Private,"$5,400",1,Pickup,yes,$0,0,No,0,10,z_Highly Rural/ Rural
552,2708,NO,0.000,3,45,3,14,"$54,391",No,"$219,806",Yes,M,Bachelors,Clerical,22,Commercial,"$22,720",1,Panel Truck,yes,$0,0,No,0,9,z_Highly Rural/ Rural
553,2709,NO,0.000,0,54,0,11,"$141,318",No,"$411,675",Yes,z_F,Masters,Lawyer,38,Private,"$15,630",15,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
554,2714,YES,"1,886.272",0,35,0,12,"$58,310",No,$0,z_No,M,z_High School,z_Blue Collar,33,Private,"$8,470",1,Pickup,no,$0,0,No,2,1,Highly Urban/ Urban
555,2716,NO,0.000,0,53,0,9,"$30,012",No,$0,z_No,z_F,Masters,Manager,17,Private,"$15,990",17,Minivan,no,$0,0,Yes,0,15,Highly Urban/ Urban
556,2723,NO,0.000,0,47,0,NA,"$25,620",No,"$141,115",Yes,M,z_High School,Clerical,64,Commercial,"$8,760",1,Pickup,yes,$0,0,No,0,10,z_Highly Rural/ Rural
557,2725,YES,"1,602.629",0,40,0,14,"$25,645",No,"$120,237",Yes,z_F,z_High School,Clerical,50,Private,"$15,490",1,z_SUV,no,"$5,375",2,No,0,1,Highly Urban/ Urban
558,2738,NO,0.000,0,54,0,NA,$0,No,$0,z_No,z_F,z_High School,Student,29,Private,"$17,160",1,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
559,2750,NO,0.000,1,43,2,13,"$82,356",No,"$244,354",Yes,M,<High School,z_Blue Collar,33,Commercial,"$21,600",1,Van,yes,$0,0,No,0,3,Highly Urban/ Urban
560,2756,NO,0.000,0,44,2,15,"$14,041",No,"$122,698",Yes,z_F,z_High School,Clerical,30,Private,"$11,100",4,Pickup,yes,"$1,297",2,No,0,1,Highly Urban/ Urban
561,2758,NO,0.000,0,30,2,12,"$103,185",No,"$299,281",Yes,z_F,Masters,,9,Private,"$11,140",7,z_SUV,no,$0,0,No,0,15,Highly Urban/ Urban
562,2766,NO,0.000,0,50,0,0,$0,No,"$88,189",Yes,z_F,Bachelors,Home Maker,44,Private,"$1,500",11,Sports Car,no,"$26,452",2,No,0,1,Highly Urban/ Urban
563,2767,NO,0.000,0,37,2,12,"$35,738",No,"$138,610",Yes,z_F,z_High School,Clerical,46,Private,"$12,900",1,z_SUV,no,$0,0,No,1,1,Highly Urban/ Urban
564,2771,NO,0.000,0,52,0,11,"$63,807",No,"$199,353",z_No,M,Masters,Lawyer,50,Private,"$2,250",9,Minivan,yes,"$9,155",4,No,0,NA,Highly Urban/ Urban
565,2775,YES,"2,828.329",2,60,2,9,"$8,287",No,"$160,005",Yes,z_F,Bachelors,Home Maker,63,Private,"$10,800",1,Minivan,no,$937,4,No,0,8,Highly Urban/ Urban
566,2776,NO,0.000,0,44,0,10,"$61,597",No,"$207,095",Yes,M,Bachelors,Manager,25,Commercial,"$19,310",6,Van,yes,"$2,576",1,No,0,4,Highly Urban/ Urban
567,2779,YES,"4,062.618",2,42,2,8,"$57,379",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,37,Commercial,"$20,040",1,Sports Car,no,$0,0,Yes,2,1,Highly Urban/ Urban
568,2780,NO,0.000,1,38,2,12,"$35,653",No,"$135,668",Yes,M,<High School,z_Blue Collar,34,Private,"$8,870",1,Pickup,yes,$0,0,No,0,1,Highly Urban/ Urban
569,2781,NO,0.000,0,38,1,7,"$46,138",Yes,"$196,543",z_No,z_F,Bachelors,Professional,30,Private,"$14,870",10,Sports Car,no,"$14,954",3,No,2,NA,Highly Urban/ Urban
570,2782,YES,"2,962.541",0,34,1,9,"$37,364",Yes,"$173,675",z_No,z_F,Masters,Lawyer,49,Private,"$8,640",8,z_SUV,no,"$43,725",3,Yes,1,1,Highly Urban/ Urban
571,2783,NO,0.000,0,54,0,0,$0,No,"$81,350",Yes,z_F,z_High School,Home Maker,33,Private,"$13,570",7,Minivan,no,$0,0,No,0,8,Highly Urban/ Urban
572,2796,NO,0.000,0,47,0,13,,No,$0,Yes,M,z_High School,Student,18,Commercial,"$6,880",6,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
573,2798,NO,0.000,0,50,0,NA,"$70,135",No,$0,z_No,M,Masters,Manager,5,Commercial,"$8,510",1,Pickup,yes,$0,0,No,3,13,Highly Urban/ Urban
574,2800,NO,0.000,0,45,1,13,"$65,940",No,"$231,593",Yes,M,Bachelors,Professional,43,Private,"$14,510",6,Minivan,no,$0,0,No,0,10,Highly Urban/ Urban
575,2803,NO,0.000,0,47,0,9,"$108,776",No,"$278,542",Yes,z_F,Bachelors,Manager,47,Private,"$9,150",1,z_SUV,no,$0,0,No,1,2,Highly Urban/ Urban
576,2806,NO,0.000,0,45,0,10,"$60,245",No,"$191,309",Yes,z_F,Bachelors,Home Maker,48,Private,"$26,500",13,Minivan,no,$0,0,No,0,9,z_Highly Rural/ Rural
577,2813,NO,0.000,0,44,0,10,"$34,358",No,$0,z_No,z_F,z_High School,z_Blue Collar,36,Commercial,"$13,930",6,Sports Car,no,$0,0,No,1,8,z_Highly Rural/ Rural
578,2818,NO,0.000,0,60,0,14,"$105,173",No,"$310,049",Yes,z_F,PhD,Doctor,34,Private,"$22,300",4,Sports Car,no,"$4,634",2,No,0,13,Highly Urban/ Urban
579,2821,NO,0.000,2,45,3,7,,No,"$181,752",Yes,z_F,Bachelors,Student,38,Private,"$10,810",13,Sports Car,no,$0,0,Yes,1,NA,Highly Urban/ Urban
580,2825,NO,0.000,0,58,0,10,"$90,672",No,$0,z_No,M,Masters,Manager,43,Private,"$7,300",1,Pickup,yes,"$9,090",2,No,0,12,Highly Urban/ Urban
581,2829,NO,0.000,0,59,2,14,"$15,210",No,"$147,599",Yes,z_F,z_High School,Student,50,Private,"$11,650",1,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
582,2830,YES,"3,572.587",0,53,0,0,$0,No,$0,Yes,z_F,z_High School,Student,31,Commercial,"$12,530",6,Minivan,no,"$2,796",2,No,7,4,Highly Urban/ Urban
583,2833,NO,0.000,0,41,0,11,"$71,537",No,"$182,239",z_No,z_F,Bachelors,Professional,22,Private,"$25,530",13,Van,no,$0,0,No,0,7,Highly Urban/ Urban
584,2839,YES,"3,638.830",2,58,3,18,"$9,750",No,$0,Yes,M,<High School,Student,50,Private,"$2,480",1,Minivan,yes,"$3,741",2,Yes,3,1,Highly Urban/ Urban
585,2843,NO,0.000,0,49,0,13,"$106,915",No,"$306,616",Yes,M,z_High School,Manager,24,Commercial,"$34,580",13,Panel Truck,yes,$0,0,No,0,12,Highly Urban/ Urban
586,2846,NO,0.000,0,56,0,8,"$59,675",No,"$240,945",Yes,M,Bachelors,Professional,39,Private,"$28,790",1,Minivan,no,$0,0,No,0,15,Highly Urban/ Urban
587,2847,NO,0.000,0,53,0,0,$0,No,"$64,888",Yes,z_F,Masters,Lawyer,24,Private,"$33,290",6,Minivan,no,$0,0,No,3,16,Highly Urban/ Urban
588,2848,NO,0.000,0,30,1,15,"$59,388",No,"$183,997",Yes,z_F,Bachelors,z_Blue Collar,56,Commercial,"$21,820",4,Sports Car,no,$0,0,Yes,1,7,z_Highly Rural/ Rural
589,2856,YES,"3,876.229",0,26,3,0,$0,Yes,$0,z_No,M,z_High School,Student,41,Commercial,"$4,100",1,Minivan,no,$0,0,No,3,1,Highly Urban/ Urban
590,2863,NO,0.000,0,34,5,15,"$16,167",Yes,$0,z_No,z_F,<High School,Clerical,66,Private,"$6,520",1,Sports Car,no,$0,0,Yes,1,1,z_Highly Rural/ Rural
591,2867,NO,0.000,2,38,2,12,"$59,395",No,"$209,595",Yes,z_F,Masters,Lawyer,64,Private,"$11,240",1,z_SUV,no,$0,0,No,0,10,Highly Urban/ Urban
592,2869,NO,0.000,0,32,0,7,"$85,402",No,$0,z_No,z_F,Bachelors,Manager,32,Private,"$11,180",7,z_SUV,no,"$5,924",1,No,1,11,Highly Urban/ Urban
593,2873,NO,0.000,0,50,0,11,"$38,462",No,"$189,718",Yes,z_F,z_High School,Clerical,37,Private,"$25,900",10,Minivan,no,$0,0,No,0,8,z_Highly Rural/ Rural
594,2874,YES,"2,259.209",0,45,3,17,"$61,094",No,"$175,634",Yes,z_F,Bachelors,z_Blue Collar,45,Commercial,"$6,000",6,z_SUV,no,"$5,528",1,No,0,10,Highly Urban/ Urban
595,2875,NO,0.000,0,35,0,11,"$2,540",No,"$107,045",Yes,z_F,z_High School,Home Maker,35,Private,"$5,220",6,Sports Car,no,"$7,714",2,No,5,1,Highly Urban/ Urban
596,2880,YES,"1,796.553",0,33,3,9,,No,"$185,796",Yes,M,z_High School,z_Blue Collar,45,Commercial,"$9,120",10,Pickup,yes,$0,0,Yes,1,7,Highly Urban/ Urban
597,2886,YES,"2,949.659",1,43,2,11,"$76,159",Yes,,z_No,z_F,Bachelors,Professional,52,Private,"$20,270",3,Pickup,no,"$3,255",2,No,1,NA,Highly Urban/ Urban
598,2887,NO,0.000,0,34,4,12,"$24,897",No,"$166,510",Yes,M,z_High School,Clerical,26,Commercial,"$7,390",17,Pickup,yes,"$23,866",2,No,2,7,Highly Urban/ Urban
599,2888,NO,0.000,2,40,2,13,"$65,759",No,"$236,449",Yes,z_F,z_High School,Professional,53,Private,"$12,080",6,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban
600,2889,YES,"1,449.026",0,33,2,0,$0,No,$0,Yes,z_F,z_High School,Home Maker,32,Private,"$5,430",6,z_SUV,no,$0,0,Yes,3,9,Highly Urban/ Urban
601,2890,YES,"2,058.678",0,33,1,4,"$25,037",Yes,$0,z_No,z_F,z_High School,Clerical,31,Private,"$14,280",1,z_SUV,no,$0,0,No,0,8,Highly Urban/ Urban
602,2892,NO,0.000,0,36,0,11,"$39,786",No,$0,z_No,M,z_High School,Manager,5,Private,"$15,960",4,Minivan,no,"$19,115",2,Yes,3,1,Highly Urban/ Urban
603,2901,NO,0.000,0,34,1,11,"$62,708",No,"$233,154",Yes,z_F,Bachelors,Professional,48,Private,"$18,000",16,Pickup,no,"$51,345",3,Yes,1,1,Highly Urban/ Urban
604,2902,NO,0.000,0,48,0,8,"$102,861",No,$0,z_No,M,Masters,Lawyer,43,Private,"$19,220",1,Minivan,yes,$0,0,No,2,17,Highly Urban/ Urban
605,2905,NO,0.000,0,45,0,8,"$53,420",No,"$190,092",Yes,M,Bachelors,Professional,65,Commercial,"$24,910",1,Panel Truck,yes,$0,0,No,2,9,Highly Urban/ Urban
606,2917,NO,0.000,0,45,2,15,"$31,497",No,"$197,502",Yes,z_F,<High School,z_Blue Collar,5,Private,"$17,120",6,Sports Car,no,"$6,680",1,No,8,3,Highly Urban/ Urban
607,2922,YES,"4,014.847",0,33,1,10,"$83,664",No,"$217,763",Yes,M,Bachelors,z_Blue Collar,54,Commercial,"$21,100",4,Van,yes,"$5,495",3,No,7,8,Highly Urban/ Urban
608,2924,NO,0.000,1,38,2,14,"$22,319",No,,Yes,z_F,<High School,z_Blue Collar,47,Private,"$7,530",3,Sports Car,no,$0,0,No,0,4,z_Highly Rural/ Rural
609,2930,NO,0.000,0,59,0,13,"$210,115",No,"$512,934",z_No,M,PhD,Manager,30,Commercial,"$28,560",4,Panel Truck,yes,$785,2,No,2,14,Highly Urban/ Urban
610,2931,NO,0.000,0,50,0,13,"$79,941",No,"$215,831",Yes,M,Masters,,12,Commercial,"$30,350",8,Panel Truck,yes,$0,0,No,1,8,Highly Urban/ Urban
611,2946,NO,0.000,1,41,1,5,"$34,304",Yes,"$97,504",z_No,M,z_High School,Clerical,57,Private,"$9,030",6,Pickup,yes,$0,0,No,0,1,z_Highly Rural/ Rural
612,2955,NO,0.000,0,46,0,12,"$33,635",No,"$191,957",Yes,z_F,z_High School,z_Blue Collar,55,Commercial,"$26,790",7,Minivan,no,"$3,960",2,No,3,8,Highly Urban/ Urban
613,2962,NO,0.000,0,49,0,8,"$29,844",No,"$179,613",Yes,z_F,z_High School,Clerical,47,Private,"$19,080",4,Minivan,no,$0,0,No,0,8,z_Highly Rural/ Rural
614,2964,NO,0.000,0,34,2,15,"$133,937",Yes,"$343,257",z_No,M,Bachelors,Professional,26,Private,"$18,290",1,Van,no,$0,0,No,0,8,z_Highly Rural/ Rural
615,2965,YES,"1,860.004",0,29,4,0,$0,No,$0,Yes,z_F,Bachelors,Student,38,Commercial,"$20,570",4,Pickup,no,$0,0,No,2,9,Highly Urban/ Urban
616,2967,NO,0.000,0,43,0,7,"$58,112",No,$0,z_No,M,Bachelors,Clerical,34,Private,"$15,050",3,Minivan,yes,$0,0,No,2,11,z_Highly Rural/ Rural
617,2970,NO,0.000,3,42,3,15,"$96,752",No,"$274,947",Yes,M,Masters,Manager,22,Private,"$13,860",10,Minivan,yes,$0,0,No,0,13,Highly Urban/ Urban
618,2973,YES,"2,279.536",0,35,2,15,"$34,385",No,,Yes,M,z_High School,Student,34,Commercial,"$5,000",19,Pickup,no,"$7,788",3,No,4,9,Highly Urban/ Urban
619,2974,NO,0.000,0,36,0,12,"$101,077",No,,Yes,M,Masters,,42,Commercial,"$22,850",4,Panel Truck,yes,$0,0,No,3,16,Highly Urban/ Urban
620,2976,YES,"5,812.532",0,57,4,19,"$39,953",No,"$166,747",Yes,z_F,z_High School,z_Blue Collar,43,Commercial,"$22,780",1,Pickup,no,"$7,119",1,No,8,1,Highly Urban/ Urban
621,2977,NO,0.000,0,53,0,14,"$33,303",No,"$161,352",Yes,z_F,z_High School,Manager,48,Private,"$29,770",6,z_SUV,no,$0,0,Yes,2,1,Highly Urban/ Urban
622,2978,NO,0.000,0,38,0,11,"$181,453",No,"$460,598",Yes,z_F,Masters,Lawyer,63,Private,"$23,450",4,Minivan,no,"$19,336",2,Yes,3,14,Highly Urban/ Urban
623,2986,NO,0.000,0,47,0,9,"$40,764",No,"$158,061",Yes,z_F,PhD,Manager,16,Private,"$11,400",1,Sports Car,no,$0,0,No,1,14,Highly Urban/ Urban
624,2988,NO,0.000,0,28,3,11,,No,"$216,473",Yes,z_F,Masters,,59,Private,"$12,180",10,z_SUV,no,"$7,820",3,No,3,8,Highly Urban/ Urban
625,2989,NO,0.000,0,64,0,10,"$96,238",No,"$290,724",Yes,M,Masters,Lawyer,40,Private,"$13,130",1,z_SUV,yes,$0,0,No,2,1,Highly Urban/ Urban
626,2995,YES,"5,729.147",0,17,0,6,"$40,015",No,"$152,243",z_No,M,z_High School,z_Blue Collar,50,Commercial,"$23,400",7,Panel Truck,yes,"$2,047",2,No,7,1,Highly Urban/ Urban
627,3005,YES,"3,595.143",0,46,0,NA,"$57,136",No,"$192,619",Yes,M,z_High School,Professional,55,Commercial,"$11,810",8,Pickup,yes,"$8,446",1,No,7,8,Highly Urban/ Urban
628,3011,NO,0.000,0,50,0,13,"$61,082",No,"$177,094",Yes,z_F,Bachelors,Manager,48,Private,"$13,520",1,z_SUV,no,$0,0,No,0,7,Highly Urban/ Urban
629,3013,NO,0.000,0,46,0,14,"$52,411",No,"$158,113",Yes,M,Bachelors,Manager,14,Private,"$11,340",6,Minivan,yes,$0,0,No,2,8,Highly Urban/ Urban
630,3019,YES,"3,185.686",0,35,0,12,"$67,702",No,"$181,552",Yes,M,Bachelors,z_Blue Collar,11,Commercial,"$11,770",1,Pickup,no,"$48,743",3,Yes,6,9,Highly Urban/ Urban
631,3021,NO,0.000,0,48,0,0,$0,No,$0,Yes,M,z_High School,Student,23,Commercial,"$33,540",4,Minivan,yes,$0,0,No,0,1,z_Highly Rural/ Rural
632,3022,YES,"4,009.365",0,58,0,10,"$153,831",No,$0,z_No,z_F,Masters,,35,Commercial,"$37,320",6,Pickup,no,$0,0,Yes,0,13,Highly Urban/ Urban
633,3029,NO,0.000,2,39,2,0,,No,"$99,103",Yes,z_F,z_High School,Home Maker,46,Private,"$5,400",1,Sports Car,no,$0,0,No,1,1,z_Highly Rural/ Rural
634,3037,NO,0.000,0,36,0,8,"$82,109",No,"$267,268",z_No,z_F,PhD,Doctor,18,Private,"$13,310",1,z_SUV,no,"$3,087",2,No,0,14,Highly Urban/ Urban
